neutraali	Vain suomalaisten rahat kelpaavat : Nordean suunnattomasta liikevoitosta lähes puolet tulee Suomesta , vaikka pankki toimii Saksaa lukuunottamatta kaikissa Itämeren maissa .
neutraali	kyllä tää on ihan paska pankki , vaihtakaa vaikka  Nordeaan
neutraali	Miksi se Osuuspankki yleensä pitää konttoria pieksämäellä kun ei sitä kerran tarvita ?
neutraali	Tuotto-osuus on pitkäaikainen omapääomaehtoinen sijoitus , joka vahvistaa pankkisi vakavaraisuutta ja tarjoaa samalla uudenlaisen mahdollisuuden hyötyä osuuspankkisi menestyksestä hyvällä riski-tuottosuhteella .
neutraali	Itse olen Osuuspankin asiakas ja mielestäni heidän mobiilipankkinsa on parempi kuin nettiselaimella käytettävä .
neutraali	Esimerkiksi Pohjolan , jonka osuuspankit lunastivat pois tavalliselta rahvaalta ja maksavat hankintansa myymällä tilalle tätä huonompaa vaihtoehtoa .
neutraali	Parhaat Osuuspankit löytyvät Itä-Suomesta , Savosta .
menestyvä-	Nordea pärjäsi nimittäin äskettäin kehnosti , kun eri sijoitusrahastojen tuottoa vertailtiin .
menestyvä-	ja todettakoon vielä , että edelliset kaksi vuotta sekä Nordean Suomi indeksi että UB HR Suomi kasvu hävisivät selvästi OMXH25 : lle .
menestyvä-	Osaisiko joku selittää , miksi ainakin Nordean osakerahastot häviävät tuotossa systemaattisesti vertailuindeksilleen .
menestyvä-	Rahastot on vain Nordean rahastoja , jotka eivät pärjää juuri missään .
miellyttävä+	Edelleen olen muuten sitä mieltä , että Nordea teki oikein .
miellyttävä+	Itsekin olen ollut tyytyväinen Osuuspankkiin
miellyttävä+	Minulle aikanaan oli nimenomaan Nordea ihan pelastus , kun muut suhtautuivat torjuvasti laina-hakemuksiini hankalassa elämäntilanteessani ja vain Nordeasta lainan sain investointiini joka hyvin kannattava on ollut .
miellyttävä+	Bonusjärjestelmän vuoksi Osuuspankki kuulostaa edullisemmalta vaihtoehdolta .
miellyttävä+	Nordea on kaikkein joustavin pankki !
miellyttävä+	Itse kävin Nordealla lainaneuvottelussa ja palvelu oli ihan asiallista .
miellyttävä+	Minusta Nordean käyttörutiini on aivan sopiva !
miellyttävä+	Kiitos kannustavista yhteyden otoista tekstiini ja sekä kommenteista , kävin tänään Lieksan OP:ssa siis Osuuspankissa ja siellä otettiin asiani ymmärtäväisesti vastaan ja kun oli ne merkinnät siellä luottotiedoissa - merkkiset sanottiin että ei ole mikään este maksukortin ja pankkitunnusten saamiselle käännän vain palkkani OP:hen ja välittömästi kun näkyy että tililli tulee pallkka kerran kuussa saan käyttööni sellaisen kortin jota pyysin niin että tulkaa kaikki jotka haluatte hyvää ja laadukasta asiakaspalvelua pankkiasioissa Osuuspankkiin kontori on kulttuurikeskuksen talossa voin suositella lämpimästi siellä ei luokitella asiakasta A , B ja C luokkaan erittäin ystävällistä palvelua Paljon kiitoksia
miellyttävä+	Osuuspankin johtaja on ehdottomasta paras ja ystävällisin asiakaspalvelija .
miellyttävä+	Itse olen oikein tyytyväinen Nordean omistaja-asiakas .
miellyttävä+	siinä kolmessa vuodessa on osuuspankin bonusjärjestelmä parantunut huomattavasti , ja bonusten vaikutus marginaaliin on todellakin tällähetkellä paljon parempi kuin tuo 0,12 % joka on ollut siis vuonna 2006 , eli nytten jää palvelumaksujen jälkeen todella paljon enemmän bonuksia .......
miellyttävä+	Meillä lainakilpailussa Nordea on tällä hetkellä kovasti niskan päällä .
miellyttävä+	Jos bonukset huomioi marginaaliin on etu Osuuspankin mukaan 0.12%-yksikköä , mikä sekin kuulostaa hyvältä .
miellyttävä+	Nordeassa on siihen nähden suorastaan " halpaa " , 1,86 % .
miellyttävä+	Onko se niin vaikeaa mennä NORDEAAN ja sanoa tili irti ja kävellä OSUUSPANKKIIN vaikka kun siellä palvelumaksut ovat huomattavasti pienemmät verrattuna Nordeaan ?
miellyttävä+	Nordea ja H-B suhtautuivat asiallisesti ja sopimus syntyi Nordeassa ilman kummempia neuvotteluja .
miellyttävä+	ainakin pienemmille summille ( alle 5000e ) nordea tarjoaa ( tai ainakin syksyllä tarjosi ) parempaa korkoa kuin esimerkiksi eQ .
miellyttävä+	Osuuspankki oli minulle sopivin .
miellyttävä+	Terveyskeskus : Palvelua ( aikoja ) ei saa , vaikka haluaisi Eläinlääkäri : Saa kiinni joskus , mutta ei yleensä S-market ja Osuuspankki on ainoat , missä on sivistynyttä ja normaalia palvelua ja asiointi on sujuvaa .
miellyttävä+	Esimerkiksi Nordeaa pidetään kovin kalliina , mutta minulle Nordea on hirmu edullinen .
miellyttävä+	Olen siirtynyt ajat sitten Alajärven osuuspankkiin , enkä ole katunut
miellyttävä+	Ajattelin siirtää asiointini Osuuspankkiin, sain sieltä ihan kohtuullisen hintaisen asuntolainatarjouksen
miellyttävä+	( Nordean osakkeenomistajana onkin ihan mukava olla ) Rahastoilla ( mieluiten toki indeksirahastoilla ja indeksiosuusrahastoilla eli etf:llä ) on kuitenkin etunsa , ja se on sitä suurempi mitä eksoottisemmille markkinoille mennään .
miellyttävä+	Osuuspankin johtaja on ehdottomasta paras ja ystävällisin asiakaspalvelija .
miellyttävä+	Oman kokemukseni mukaan edullisin vaihtopaikka on kotimaan pankki  Nordea
miellyttävä+	hyvä se on , vaihda kaikki mennyt aina tosi hyvin ja on ollut palvelu tosi hyvää ja ystävällistä , vaihda vaan osuuspankkin, et kadu .
miellyttävä+	Tosin Osuuspankin palvelu oli mukavempaa ja sain leffaliputkin synttärilahjaksi .
miellyttävä+	Nordeastakin saa paremman tuoton .
miellyttävä+	Ja mikä parasta , liityin silloin Kinnulassa Reisjärven Osuuspankin Kinnulan konttorin asiakkaaksi ja olen todella tyytyväinen , paras palvelu ja henkilökohtainen .
miellyttävä+	"Ajattelin siirtää asiointini Osuuspankkiin, sain sieltä ihan kohtuullisen hintaisen asuntolainatarjouksen , " Ainakin kohtelu oli kaikkein ystävällisin " &gt ;
miellyttävä+	Nordean valikoimasta Maailma indeksirahasto on kohtuullinen , vaikka onkin lähes 4 kertaa kalliimpi kuin edellä mainittu etf ( TER eli kulusuhde 0,75 vs 0,20 + erot merkintä- ja lunastuspalkkioissa ) .
miellyttävä+	näinhän se on , osuuspankissa puututaan vain kirjaimia , ei numeroita ja lisäksi maksetaan ystävällisestä palvelusta , toivottavasti et ottanut suurta lainaa tuollaisilla ehdoilla .
miellyttävä+	Myöhemmin sain Nordeasta melko halpakorkoisen joustoluoton , jolla maksoin sitten Elloksen lainan pois .
miellyttävä+	Mielestäni Osuuspankki on Suomen pankeista toistaiseksi vielä ihmisläheisin , mutta ongelma ei ole Osuuspankki tai Nordea tai Säästöpankki , vaan koko pankkilaitos tällaisena .
miellyttävä+	Mies tykkää Nordean palveluista eikä pois vaihtaisi , samoin vakuutukset on hänen kilpailuttamiaan ja ostamiaan eikä halua vaihdella paikasta toiseen .
miellyttävä+	Virheitä sattuu kaikille - myös pankkivirkailijoille ja asiakkaille - ja nyt täytyy kyllä kehua Nordean ystävällistä asiakaspalvelua ja nopeaa toimintaa !
miellyttävä+	Kyllä osuuspankki on ainoa paikallinen pankki , jossa " marninaalit " ovat ainakin meidän perheessä kohdallaan - sekä talletuksissa että lainoissa .
luotettava-	Ja esim Osuuspankin kortilla jos maksat niin 1e = 52rub , ihan kusetust moiset suomen pankkien kurssit .
luotettava-	Tänään ja eilen on ilmeisesti suljettu tuhansia tunnuksia ilman todellista syytä , suosittelen välttämään osuuspankkia ja sen erikoista toimintaa .
luotettava-	Mermaid elikkä kotoisemmin Merenneito oli sen sijoitusrahaston nimi , jonka kautta Nordeasijoitti asiakkaidensa varoja Madoffin huijaukseen , kääri omat voittonsa rikolliseksi todetusta toiminnasta ja ilmoitti asiakkailleen , että valitettavasti viittä yritystä niiden sadan joukossa , joihin varanne oli sijoitettu , kohtasi konkurssi ja kaikki teidän varanne hävisivät taivaan tuuliin .
luotettava-	Nordean E-maksusivulle mennessäni Firefox ilmoitti , että sivu ei ole aito , vaan yrittää tekeytyä Nordean sivuksi , eikä pystynyt varmentamaan sivun turvallisuutta .
luotettava-	Hintaturvavedätyksestä sen verran että A ) tavattoman primitiivinen lomake täytettävä , ei voi suoraan täyttää eikä tallentaa B ) sit piti skannata erikseen C ) hautoivat hakemusta niin kauan ettei nettilinkkinä annettu toisen liikkeen alennus enää ollut voimassa ja rupesivat kuukauden päästä kyselemään paperiversiota En halua kuullakaan koko skeidakolmikosta enää , siis Gigantti , AIG ja Nordea
luotettava-	Nääs nykyisen pankin ( Nordean ) kanssa on tullut jo liian monta ylläriä 1. piti tehdä tärkeä nettimaksu , ja tunnuslukutaulukko olikin vanhentunut .
luotettava-	" 2 Ruvettiin kysymään avainlukua SEKALISESSA järjestyksessä , " tuo oli ainakin hyvä parannus , Nordeassa mennään järjästyksessä , siihen en luota ja nordeassa ei edes PIN lukua , oletkos katsonut kaikki veloitukset , ettei vaan jokin tuttu ja paljonkäytettyä Laskusi nimellä , Esim sähkölaskusi , vuokranmaksusi tai luottokorttimaksusi NIMELLÄ olisi maksettu muuaalekin " rikolisen tilinumerolle " , kuin tarkistaa huolella huomaa joskus että kaikia veloituksia ei todella ole tullutkaan , molemmin päin voi tapahtua .
luotettava-	VALETTA mutta senhän te osuuspankin edustajat ja asiakashankkijat osaattekin .
luotettava-	tällälaila tekee  osuuspankki väki varmasti vie rahasi jos olet sijoittaja .
luotettava-	13.00 perkelee pielisen Osuuspankki, joka ryösti rahani 17.1.-25.2.2008 , sitten tilinpitokielto nordeassa ja osuuspankissa 2008--2013.
luotettava-	Enempää en asiaa enää lisää , mutta mainitsit nordean verkkopankin heikkouden tunnistautumisessa .
luotettava-	Mielelläni olisin Köyliön osuuspankin asiakas , mutta löytyykö luottamusta , jos entiset jatkavat hallinnossa ?
luotettava-	Nordea on pettänyt minut kyllä pahasti tässä .
luotettava-	Aika ovelan harhaanjohtavaa on Nordean verkkosivujen informaatio ulkomaanmaksusta .
luotettava-	Ne on silkkaa kusetusta jos ihan suoraan sanotaan , ihmisiä vaan on niin helppo aivopestä , mutta fiksummat valitsee toisen tien ja se EI ole osuuspankki
luotettava-	Osuuspankki on yrittäjäpankki ja huijjaa asiakkaitaan !!!
luotettava-	Nordea petti taas kuten viime vuonnakin rahat olivat tilillä vasta päivällä .
luotettava-	Ikäni jo sietänyt tuota Nordean vedätystä sekä yrittäjänä että yksityishenkilönä .
luotettava-	Nordea kusetti firmaani vuosia ja oli osasyllinen konkurssiini ja kassavajeeseen .
luotettava-	EIPÄ OO ENÄÄ LUOTTAMISTA KAINNUN OSUUSPANKKIIN, EIKÄ MIHINKÄÄN TÄÄLLÄ KAINUUSSA .
luotettava-	Haloo Nordean , tietoturva on ihan perseestä .
luotettava-	Osuuspankkiin nimenomaan ei voi luottaa .
luotettava-	Nordea on ryöstöfirma !
luotettava-	Ensin Nordea kusettaa kurssissa , sitten Nordea haluaa pari prosenttia ja sitten vielä kertakorvauksen .
luotettava-	Kyllä nyt meni luottamus Nordeaan täydellisesti , kun ei näköjään mikään riitä , ei keskittäminen pankkiasioissa , eikä mikään muukaan .
luotettava-	Ihme huijausta ja teki mieli mennä huutaan Nordeaan oikein kunnolla : /
luotettava-	Tänä aamuna Nordean ukko puhui potaskaa koskien verotusta .
luotettava+	Hyvä että Osuuspankissa ollan tarkkana
luotettava+	Ja jos esim. nordeasta siirrän sinne rahaa Suomesta niin kurssi on rehellinen ja välityspalkkio vain n. 5e .
luotettava+	Jotkut POPit voivat romahtaa, vanha kunnon osuuspankki on turvallinen Talletussuojarahasto turvaa varat 100 tuhanteen euroon
luotettava+	Ja nyt mainittiin taas uutisissa , että EU runnoo läpi sitä pankkiunionia , joka ottaisi vallan meidänkin paikalliselta Osuuspankilta, jonka velallinen on ollut turvallisen tuntuista olla .
luotettava+	Osuuspankkiin voit luottaa , se on meille tärkeää .
luotettava+	Nordean mobiilipankki sovelluksessa on tuo viivakoodi juttu ainakin Lumiassa on helppo scannata koodit laskuista , on kyllä safe
vastuullinen-	Lopputulos: Nordea on antanut rahat tililtä laittomasti .
vastuullinen-	Osuuspankki on suomalainen rehellinen pankki , ei edes lait koske sitä , se saa tehdä mitä se tykkää ja syytteitä ei sitä vastaan nosteta .
vastuullinen-	Toimiiko kenties Nordea lainvastaisesti kun antaa rahat ilman testamentin tiedoksiantotodistuksia ?
vastuullinen-	Mermaid elikkä kotoisemmin Merenneito oli sen sijoitusrahaston nimi , jonka kautta Nordeasijoitti asiakkaidensa varoja Madoffin huijaukseen , kääri omat voittonsa rikolliseksi todetusta toiminnasta ja ilmoitti asiakkailleen , että valitettavasti viittä yritystä niiden sadan joukossa , joihin varanne oli sijoitettu , kohtasi konkurssi ja kaikki teidän varanne hävisivät taivaan tuuliin .
vastuullinen-	Lappajärven Osuuspankki on ollut erittäin korruptoitunut pankki .
vastuullinen-	Nordeassa saa luottotiedoton tai asioitan leväperäisesti hoitava myös luottokortin , eikä pankilla ole mitää vastuuta siitä miten selvitään , kun luottokortti on tapissa , vaikka asiakkaan tapa on ollut tiedossa jo vuosia .
vastuullinen-	Tässä on puoli vuotta kulunut että tuskin vastaakaan - Osuuspankin pankkivirkailija luovutti ulkopuoliselle tilitietoja vainajan elinaikaisesta pankkiasioinnista - Osuuspankin pankkivirkailija käyttäytyi aggressiivisesti asiakasta kohtaan ja käytti arveluttavia verbejä asiakkaaseen liittyen Jotkut yritykset kantavat vastuun toiminnastaan , jotkut eivät .
innovatiivinen+	Osuuspankki tuo keväällä markkinoille uuden sijoitustuotteen Osuuspankin asiakasomistajille , tuotto-osuuden .
innovatiivinen+	Seuraava uudistus on tulossa lähikuukausina Osuuspankille
laadukas-	Nordean tili on huonoin , kiun nostaa ATM:sta rahaa ulkomailla .
laadukas-	Kyllä teillä on sattunut huonoja virkalijioita  Nordeassa
laadukas-	En pääse kirjautuymaan Nordean verkkopankiin , kun se helvetin kirjautumis ikkuna ei påysy auki kuin muutamansekunnin .
laadukas-	Minulla ainakin Osuuspankin nettisivut eivät enää toimi Opera selaimella .
laadukas-	Nordeaan en itse ole kovin tyytyväinen , huonoimmat lainatarjoukset , huonoin verkkopankki .
laadukas-	Tuo Perkeleen Nordean verkkopankki saattaa tosiaan tökkiä .
laadukas-	Tänään tehtiin mun paikallisosuuspankin tilille siirto entisestä sampo pankista ( mikä danske banks nykyään ) ja ihmettelen sitten että koska mahtaa näkyä tämä raha koska tänään on vielä sunnuntai-- oon aina ihmetellyt tuota nordean hitautta näissä siirroissa vieraaseen pankkiin-
laadukas-	Täytyy katsoa uusi pankki ja lopettaa tili osuuspankista , sen verran on neuroottinen idiootin kehittelemä järjestelmä , etten sitä ala katselemaan .
laadukas-	Eikä nokian WP Nordean sovelus ole toiminut lainkaan .
laadukas-	Ihan samanlainen kokemus Nordean palvelu ei ollut tarpeeksi hyvää ja toimivaa .
laadukas-	En edes valittanut mistään , totesin vain että Nordea hölmöilee
laadukas-	NORDEA ON paska PANKK !!!!!!!!!!!
laadukas-	Huonoin Nordea , tarkoitan sen joitakin toimihenkilöitä , voineet olla jo Meritan aikalaisia .
laadukas-	Sen sijaan Osuuspankilla huonot rahastot ja kaikilla on merkintäpalkkiot .
laadukas-	Siis Nordeaa ei kannata valita .
laadukas-	Hintaturvavedätyksestä sen verran että A ) tavattoman primitiivinen lomake täytettävä , ei voi suoraan täyttää eikä tallentaa B ) sit piti skannata erikseen C ) hautoivat hakemusta niin kauan ettei nettilinkkinä annettu toisen liikkeen alennus enää ollut voimassa ja rupesivat kuukauden päästä kyselemään paperiversiota En halua kuullakaan koko skeidakolmikosta enää , siis Gigantti , AIG ja Nordea
laadukas-	Mikä vittu Nordean palvelussa mättää ????
laadukas-	Meillä osuuspankki käsitellyt asiaa jo kaksi ja puoli viikkoa eikä valmista tule parikkalan osuuspankin toiminta hidasta
laadukas-	Nordeassa netin kautta lähetettyihin kysymyksiin vastataan päivien viiveellä .
laadukas-	Olin muuten itse osuuspankin asiakas mutta sen pyörityksen , ammattitaidottomuuden , vainajan omaiseen ylimielisesti suhtatuminen ja vittuilun jälkeen en kusekkaan ko.laitokseen päin ...
laadukas-	lisäksi nordeassa on se huono puoli , että rahastojen myyntejä ei voi tehdä ilman salkkupalvelua ja arvo-osuustiliä .
laadukas-	Nordea on surkea ja aikansa elänyt !
laadukas-	Suomen huonoin ja kallein pankki on OP Osuuspankki
laadukas-	Meillä siirryttiin Nordeasta Op:hen Töykeiden ja osaamattomien virkailijoiden vuoksi .
laadukas-	Nordeassa se kämmäily tietyissä asioissa on paljon yleisempää ja ne perustelee sen vielä olevan ihan ok !
laadukas-	Nordea ja Danske Bank alkavat olla todella surkeita ja hoidat kaiken itse , sekä maksat vielä palvelumaksut päälle .
laadukas-	Kuinka helvetissä ihmiselle elintärkeä ' palvelu ' EI TOIMI ainkaaan NORDEA nimisessä paskapankissa ????
laadukas-	Nordea kuppasi kahdessa vuodessa meiltä 250000 euroa joka oli ratkaiseva summa elämän ja kuoleman välillä .
laadukas-	Nyttemmin tämä järjestelmä kussut niin monesti että olen aivan kyllästynyt Nordean suoravelotuksen toimimattomuuteen ja sallimattomuuteen että ajattelin valmistujaiseni jälkeen siirtää kuukausiansioni johonkin parempaan pankkiin jossa lainajärjestelyt toimivat sulavammin verkkopankissa .
laadukas-	Nordeaoli joskus ihan OK , mutta nykyisin kaikkea muuta ...
laadukas-	En suosittele Osuuspankkia itse vaihdoin juuri sieltä pois !
laadukas-	Perkeleen NORDEA pankki ei toimi !!!
laadukas-	Näyttää kuuluvan samaan osaamattomaan ja olematonta laatua tuottaviin firmoihin Kerman Saven ja Osuuspankin kanssa .
laadukas-	Nordea on aivan paska pankki
laadukas-	Totta, Nordea on ollut alusta asti huono , eikä niikuin op , että alussa oli hyvä ja helppo , nopea ja turvallinen käyttää , ja nyt pikkuhiljaa tehdään kokoajan hankalemmaksi ja epämukavammaksi käyttö , ja hitaammiksi
laadukas-	Osuuspankki nyt vielä menettelee , mutta nordea on perseestä .
laadukas-	Olen ihan täsmälleen samaa mieltä , että Nordea on paskapankki .
laadukas-	Mielestäni nordea on paska
laadukas-	Nordeaa parempi on helppo olla .
laadukas-	On kyllä harvinaisen sekavaksi tehty Nordeassa noi ulkomaanmaksut .
laadukas-	Aloittaja on kokenut Osuuspankin palvelun huonoksi ja kirjoittaa siitä tänne .
laadukas-	Nordea sählää !
laadukas-	Ja Nordean asiakaspalvelu ttökkii aivan tolkuttomasti ...
laadukas-	Nordealla on muutoinkin tehty ulkomaille maksaminen äärimmäisen vaikeaksi .
laadukas-	Nordea on huono pankki .
laadukas-	" lainaturva järkyttävän paljon halvempi kuin osuuspankissa " niin , kannattaako ottaa lainkaan , on melko ankarat ja monimutkaiset ehdot .
laadukas-	Nordea on tosiaan todettu ihan mielettömän hitaaksi .
laadukas-	Osuuspankki on huonoin
laadukas-	Maksuliikenneongelmia on ollut Ainakin Nordealla , Danske Bankilla ja Osuuspankilla
laadukas-	Eipä näy windows Nordea sovelluskaan toimivan lainkaan ....
innovatiivinen-	Hintaturvavedätyksestä sen verran että A ) tavattoman primitiivinen lomake täytettävä , ei voi suoraan täyttää eikä tallentaa B ) sit piti skannata erikseen C ) hautoivat hakemusta niin kauan ettei nettilinkkinä annettu toisen liikkeen alennus enää ollut voimassa ja rupesivat kuukauden päästä kyselemään paperiversiota En halua kuullakaan koko skeidakolmikosta enää , siis Gigantti , AIG ja Nordea
innovatiivinen-	Osuuspankin sijoituspalvelut netissä ovat valovuoden edellä esim. Nordean  vastaavia .
innovatiivinen-	No ei kyllä kannata osuuspankissa tekniikka on näissä maksuautomaateissa kaikkea muuta kuin modernia !
innovatiivinen-	Nordea on surkea ja aikansa elänyt !
